Index,Name,Driver,Neurotransmitter,Birthtime
9716,Gad1-F-400631,Gad1-Gal4,GABA,day 4
9717,Gad1-F-400632,Gad1-Gal4,GABA,day 4
9718,Gad1-F-400633,Gad1-Gal4,GABA,day 4
9719,Gad1-F-400634,Gad1-Gal4,GABA,day 4
9720,Gad1-F-400635,Gad1-Gal4,GABA,day 4
9721,Gad1-F-400636,Gad1-Gal4,GABA,day 4
9722,Gad1-F-400637,Gad1-Gal4,GABA,day 4
9723,Gad1-F-400638,Gad1-Gal4,GABA,day 4
9724,Gad1-F-400639,Gad1-Gal4,GABA,day 4
9725,Gad1-F-400640,Gad1-Gal4,GABA,day 4
9726,Gad1-F-400641,Gad1-Gal4,GABA,day 4
9727,Gad1-F-400644,Gad1-Gal4,GABA,day 4
9728,Gad1-F-400645,Gad1-Gal4,GABA,day 4
9729,Gad1-F-400646,Gad1-Gal4,GABA,day 4
9730,Gad1-F-400647,Gad1-Gal4,GABA,day 4
9731,Gad1-F-400649,Gad1-Gal4,GABA,day 4
9732,Gad1-F-400650,Gad1-Gal4,GABA,day 4
9733,Gad1-F-400651,Gad1-Gal4,GABA,day 4
9734,Gad1-F-400652,Gad1-Gal4,GABA,day 4
9735,Gad1-F-400654,Gad1-Gal4,GABA,day 4
9736,Gad1-F-400655,Gad1-Gal4,GABA,day 4
9737,Gad1-F-400656,Gad1-Gal4,GABA,day 4
9738,Gad1-F-400657,Gad1-Gal4,GABA,day 4
9739,Gad1-F-400658,Gad1-Gal4,GABA,day 4
9740,Gad1-F-400659,Gad1-Gal4,GABA,day 4
9741,Gad1-F-400660,Gad1-Gal4,GABA,day 4
9742,Gad1-F-400661,Gad1-Gal4,GABA,day 4
9743,Gad1-F-400662,Gad1-Gal4,GABA,day 4
9744,Gad1-F-400663,Gad1-Gal4,GABA,day 4
9745,Gad1-F-400665,Gad1-Gal4,GABA,day 4
9746,Gad1-F-400666,Gad1-Gal4,GABA,day 4
9747,Gad1-F-400667,Gad1-Gal4,GABA,day 4
9748,Gad1-F-400668,Gad1-Gal4,GABA,day 4
9749,Gad1-F-400669,Gad1-Gal4,GABA,day 4
9750,Gad1-F-400670,Gad1-Gal4,GABA,day 4
9751,Gad1-F-400671,Gad1-Gal4,GABA,day 4
9752,Gad1-F-400672,Gad1-Gal4,GABA,day 4
9753,Gad1-F-400673,Gad1-Gal4,GABA,day 4
9754,Gad1-F-400674,Gad1-Gal4,GABA,day 4
9755,Gad1-F-400675,Gad1-Gal4,GABA,day 4
9756,Gad1-F-400676,Gad1-Gal4,GABA,day 4
9757,Gad1-F-400677,Gad1-Gal4,GABA,day 4
9758,Gad1-F-400678,Gad1-Gal4,GABA,day 4
9759,Gad1-F-400680,Gad1-Gal4,GABA,day 4
9760,Gad1-F-400681,Gad1-Gal4,GABA,day 4
9761,Gad1-F-400683,Gad1-Gal4,GABA,day 4
9762,Gad1-F-400685,Gad1-Gal4,GABA,day 4
9763,Gad1-F-400686,Gad1-Gal4,GABA,day 4
9764,Gad1-F-400687,Gad1-Gal4,GABA,day 4
9765,Gad1-F-400688,Gad1-Gal4,GABA,day 4
9766,Gad1-F-400689,Gad1-Gal4,GABA,day 4
9767,Gad1-F-400690,Gad1-Gal4,GABA,day 4
9768,Gad1-F-400692,Gad1-Gal4,GABA,day 4
9769,Gad1-F-400693,Gad1-Gal4,GABA,day 4
9770,Gad1-F-400694,Gad1-Gal4,GABA,day 4
9771,Gad1-F-400695,Gad1-Gal4,GABA,day 4
9772,Gad1-F-400696,Gad1-Gal4,GABA,day 4
9773,Gad1-F-400697,Gad1-Gal4,GABA,day 4
9774,Gad1-F-400698,Gad1-Gal4,GABA,day 4
9775,Gad1-F-400699,Gad1-Gal4,GABA,day 4
9776,Gad1-F-400700,Gad1-Gal4,GABA,day 4
9777,Gad1-F-400702,Gad1-Gal4,GABA,day 4
9778,Gad1-F-400703,Gad1-Gal4,GABA,day 4
9779,Gad1-F-400704,Gad1-Gal4,GABA,day 4
9780,Gad1-F-400705,Gad1-Gal4,GABA,day 4
9781,Gad1-F-400707,Gad1-Gal4,GABA,day 4
9782,Gad1-F-400708,Gad1-Gal4,GABA,day 4
9783,Gad1-F-400709,Gad1-Gal4,GABA,day 4
9784,Gad1-F-400710,Gad1-Gal4,GABA,day 4
9785,Gad1-F-400711,Gad1-Gal4,GABA,day 4
9786,Gad1-F-400712,Gad1-Gal4,GABA,day 4
9787,Gad1-F-400714,Gad1-Gal4,GABA,day 4
9788,Gad1-F-400715,Gad1-Gal4,GABA,day 4
9789,Gad1-F-400716,Gad1-Gal4,GABA,day 4
9790,Gad1-F-400717,Gad1-Gal4,GABA,day 4
9791,Gad1-F-400718,Gad1-Gal4,GABA,day 4
9792,Gad1-F-400719,Gad1-Gal4,GABA,day 4
9793,Gad1-F-400721,Gad1-Gal4,GABA,day 4
9794,Gad1-F-400722,Gad1-Gal4,GABA,day 4
9795,Gad1-F-400723,Gad1-Gal4,GABA,day 4
9796,Gad1-F-400724,Gad1-Gal4,GABA,day 4
9797,Gad1-F-400725,Gad1-Gal4,GABA,day 4
9798,Gad1-F-400727,Gad1-Gal4,GABA,day 4
9799,Gad1-F-400728,Gad1-Gal4,GABA,day 4
9800,Gad1-F-400729,Gad1-Gal4,GABA,day 4
9801,Gad1-F-400730,Gad1-Gal4,GABA,day 4
9802,Gad1-F-400731,Gad1-Gal4,GABA,day 4
9803,Gad1-F-400732,Gad1-Gal4,GABA,day 4
9804,Gad1-F-400733,Gad1-Gal4,GABA,day 4
9805,Gad1-F-400734,Gad1-Gal4,GABA,day 4
9806,Gad1-F-400735,Gad1-Gal4,GABA,day 4
9807,Gad1-F-400736,Gad1-Gal4,GABA,day 4
9808,Gad1-F-400737,Gad1-Gal4,GABA,day 4
9809,Gad1-F-400738,Gad1-Gal4,GABA,day 4
9810,Gad1-F-400739,Gad1-Gal4,GABA,day 4
9811,Gad1-F-400740,Gad1-Gal4,GABA,day 4
9812,Gad1-F-400741,Gad1-Gal4,GABA,day 4
9813,Gad1-F-400743,Gad1-Gal4,GABA,day 4
9814,Gad1-F-400744,Gad1-Gal4,GABA,day 4
9815,Gad1-F-400746,Gad1-Gal4,GABA,day 4
9816,Gad1-F-400747,Gad1-Gal4,GABA,day 4
9817,Gad1-F-400748,Gad1-Gal4,GABA,day 4
9818,Gad1-F-400749,Gad1-Gal4,GABA,day 4
9819,Gad1-F-400750,Gad1-Gal4,GABA,day 4
9820,Gad1-F-400751,Gad1-Gal4,GABA,day 4
9821,Gad1-F-400752,Gad1-Gal4,GABA,day 4
9822,Gad1-F-400753,Gad1-Gal4,GABA,day 4
9823,Gad1-F-400754,Gad1-Gal4,GABA,day 4
9824,Gad1-F-400755,Gad1-Gal4,GABA,day 4
9825,Gad1-F-400756,Gad1-Gal4,GABA,day 4
9826,Gad1-F-400757,Gad1-Gal4,GABA,day 4
9827,Gad1-F-400758,Gad1-Gal4,GABA,day 4
9828,Gad1-F-400759,Gad1-Gal4,GABA,day 4
9829,Gad1-F-400760,Gad1-Gal4,GABA,day 4
9830,Gad1-F-400761,Gad1-Gal4,GABA,day 4
9831,Gad1-F-400762,Gad1-Gal4,GABA,day 4
9832,Gad1-F-400763,Gad1-Gal4,GABA,day 4
9833,Gad1-F-400764,Gad1-Gal4,GABA,day 4
9834,Gad1-F-400765,Gad1-Gal4,GABA,day 4
9835,Gad1-F-400766,Gad1-Gal4,GABA,day 4
9836,Gad1-F-400767,Gad1-Gal4,GABA,day 4
9837,Gad1-F-400768,Gad1-Gal4,GABA,day 4
9838,Gad1-F-400769,Gad1-Gal4,GABA,day 4
9839,Gad1-F-400770,Gad1-Gal4,GABA,day 4
9840,Gad1-F-400771,Gad1-Gal4,GABA,day 4
9841,Gad1-F-400772,Gad1-Gal4,GABA,day 4
9842,Gad1-F-400773,Gad1-Gal4,GABA,day 4
9843,Gad1-F-400775,Gad1-Gal4,GABA,day 4
9844,Gad1-F-400776,Gad1-Gal4,GABA,day 4
9845,Gad1-F-400777,Gad1-Gal4,GABA,day 4
9846,Gad1-F-400778,Gad1-Gal4,GABA,day 4
9847,Gad1-F-400779,Gad1-Gal4,GABA,day 4
9848,Gad1-F-400780,Gad1-Gal4,GABA,day 4
9849,Gad1-F-400781,Gad1-Gal4,GABA,day 4
9850,Gad1-F-400782,Gad1-Gal4,GABA,day 4
9851,Gad1-F-400783,Gad1-Gal4,GABA,day 4
9852,Gad1-F-400784,Gad1-Gal4,GABA,day 4
9853,Gad1-F-400785,Gad1-Gal4,GABA,day 4
9854,Gad1-F-400786,Gad1-Gal4,GABA,day 4
9855,Gad1-F-400788,Gad1-Gal4,GABA,day 4
9856,Gad1-F-400789,Gad1-Gal4,GABA,day 4
9857,Gad1-F-400790,Gad1-Gal4,GABA,day 4
9858,Gad1-F-400792,Gad1-Gal4,GABA,day 4
9859,Gad1-F-400793,Gad1-Gal4,GABA,day 4
9860,Gad1-F-400794,Gad1-Gal4,GABA,day 4
9861,Gad1-F-400796,Gad1-Gal4,GABA,day 4
9862,Gad1-F-400797,Gad1-Gal4,GABA,day 4
9863,Gad1-F-400798,Gad1-Gal4,GABA,day 4
9864,Gad1-F-400799,Gad1-Gal4,GABA,day 4
9865,Gad1-F-400800,Gad1-Gal4,GABA,day 4
9866,Gad1-F-400801,Gad1-Gal4,GABA,day 4
9867,Gad1-F-400802,Gad1-Gal4,GABA,day 4
9868,Gad1-F-400803,Gad1-Gal4,GABA,day 4
9869,Gad1-F-400804,Gad1-Gal4,GABA,day 4
9870,Gad1-F-400805,Gad1-Gal4,GABA,day 4
9871,Gad1-F-400806,Gad1-Gal4,GABA,day 4
9872,Gad1-F-400807,Gad1-Gal4,GABA,day 4
9873,Gad1-F-400808,Gad1-Gal4,GABA,day 4
9874,Gad1-F-400809,Gad1-Gal4,GABA,day 4
9875,Gad1-F-400810,Gad1-Gal4,GABA,day 4
9876,Gad1-F-400812,Gad1-Gal4,GABA,day 4
9877,Gad1-F-400813,Gad1-Gal4,GABA,day 4
9878,Gad1-F-400815,Gad1-Gal4,GABA,day 4
9879,Gad1-F-400816,Gad1-Gal4,GABA,day 4
9880,Gad1-F-400817,Gad1-Gal4,GABA,day 4
9881,Gad1-F-400818,Gad1-Gal4,GABA,day 4
9882,Gad1-F-400819,Gad1-Gal4,GABA,day 4
9883,Gad1-F-400820,Gad1-Gal4,GABA,day 4
9884,Gad1-F-400821,Gad1-Gal4,GABA,day 4
9885,Gad1-F-400822,Gad1-Gal4,GABA,day 4
9886,Gad1-F-400823,Gad1-Gal4,GABA,day 4
9887,Gad1-F-400824,Gad1-Gal4,GABA,day 4
9888,Gad1-F-400825,Gad1-Gal4,GABA,day 4
9889,Gad1-F-400826,Gad1-Gal4,GABA,day 4
9890,Gad1-F-400827,Gad1-Gal4,GABA,day 4
9891,Gad1-F-400828,Gad1-Gal4,GABA,day 4
9892,Gad1-F-400829,Gad1-Gal4,GABA,day 4
9893,Gad1-F-400830,Gad1-Gal4,GABA,day 4
9894,Gad1-F-400831,Gad1-Gal4,GABA,day 4
9895,Gad1-F-400832,Gad1-Gal4,GABA,day 4
9896,Gad1-F-400834,Gad1-Gal4,GABA,day 4
9897,Gad1-F-400835,Gad1-Gal4,GABA,day 4
9898,Gad1-F-400836,Gad1-Gal4,GABA,day 4
9899,Gad1-F-400837,Gad1-Gal4,GABA,day 4
9900,Gad1-F-400838,Gad1-Gal4,GABA,day 4
9901,Gad1-F-400839,Gad1-Gal4,GABA,day 4
9902,Gad1-F-400841,Gad1-Gal4,GABA,day 4
9903,Gad1-F-400843,Gad1-Gal4,GABA,day 4
9904,Gad1-F-400844,Gad1-Gal4,GABA,day 4
9905,Gad1-F-400845,Gad1-Gal4,GABA,day 4
9906,Gad1-F-400846,Gad1-Gal4,GABA,day 4
9907,Gad1-F-400847,Gad1-Gal4,GABA,day 4
9908,Gad1-F-400848,Gad1-Gal4,GABA,day 4
9909,Gad1-F-400849,Gad1-Gal4,GABA,day 4
9910,Gad1-F-400852,Gad1-Gal4,GABA,day 4
9911,Gad1-F-400853,Gad1-Gal4,GABA,day 4
9912,Gad1-F-400855,Gad1-Gal4,GABA,day 4
9913,Gad1-F-400856,Gad1-Gal4,GABA,day 4
9914,Gad1-F-400857,Gad1-Gal4,GABA,day 4
9915,Gad1-F-400858,Gad1-Gal4,GABA,day 4
9916,Gad1-F-400860,Gad1-Gal4,GABA,day 4
9917,Gad1-F-400861,Gad1-Gal4,GABA,day 4
9918,Gad1-F-400862,Gad1-Gal4,GABA,day 4
9919,Gad1-F-400866,Gad1-Gal4,GABA,day 4
9920,Gad1-F-400867,Gad1-Gal4,GABA,day 4
9921,Gad1-F-400868,Gad1-Gal4,GABA,day 4
9922,Gad1-F-400869,Gad1-Gal4,GABA,day 4
9923,Gad1-F-400870,Gad1-Gal4,GABA,day 4
9924,Gad1-F-400871,Gad1-Gal4,GABA,day 4
9925,Gad1-F-400872,Gad1-Gal4,GABA,day 4
9926,Gad1-F-400874,Gad1-Gal4,GABA,day 4
9927,Gad1-F-400875,Gad1-Gal4,GABA,day 4
9928,Gad1-F-400876,Gad1-Gal4,GABA,day 4
9929,Gad1-F-400880,Gad1-Gal4,GABA,day 4
9930,Gad1-F-400881,Gad1-Gal4,GABA,day 4
9931,Gad1-F-400882,Gad1-Gal4,GABA,day 4
9932,Gad1-F-400884,Gad1-Gal4,GABA,day 4
9933,Gad1-F-400885,Gad1-Gal4,GABA,day 4
9934,Gad1-F-400886,Gad1-Gal4,GABA,day 4
9935,Gad1-F-400888,Gad1-Gal4,GABA,day 4
9936,Gad1-F-400889,Gad1-Gal4,GABA,day 4
9937,Gad1-F-400890,Gad1-Gal4,GABA,day 4
9938,Gad1-F-400891,Gad1-Gal4,GABA,day 4
9939,Gad1-F-400892,Gad1-Gal4,GABA,day 4
9940,Gad1-F-400893,Gad1-Gal4,GABA,day 4
9941,Gad1-F-400894,Gad1-Gal4,GABA,day 4
9942,Gad1-F-400895,Gad1-Gal4,GABA,day 4
9943,Gad1-F-400896,Gad1-Gal4,GABA,day 4
9944,Gad1-F-400897,Gad1-Gal4,GABA,day 4
9945,Gad1-F-400898,Gad1-Gal4,GABA,day 4
9946,Gad1-F-400899,Gad1-Gal4,GABA,day 4
9947,Gad1-F-400900,Gad1-Gal4,GABA,day 4
9948,Gad1-F-400902,Gad1-Gal4,GABA,day 4
9949,Gad1-F-400904,Gad1-Gal4,GABA,day 4
9950,Gad1-F-400905,Gad1-Gal4,GABA,day 4
9951,Gad1-F-400906,Gad1-Gal4,GABA,day 4
9952,Gad1-F-400908,Gad1-Gal4,GABA,day 4
9953,Gad1-F-400909,Gad1-Gal4,GABA,day 4
9954,Gad1-F-400912,Gad1-Gal4,GABA,day 4
9955,Gad1-F-400913,Gad1-Gal4,GABA,day 4
9956,Gad1-F-400914,Gad1-Gal4,GABA,day 4
9957,Gad1-F-400915,Gad1-Gal4,GABA,day 4
9958,Gad1-F-400916,Gad1-Gal4,GABA,day 4
9959,Gad1-F-400918,Gad1-Gal4,GABA,day 4
9960,Gad1-F-400919,Gad1-Gal4,GABA,day 4
9961,Gad1-F-400920,Gad1-Gal4,GABA,day 4
9962,Gad1-F-400921,Gad1-Gal4,GABA,day 4
9963,Gad1-F-400923,Gad1-Gal4,GABA,day 4
9964,Gad1-F-500000,Gad1-Gal4,GABA,day 5
9965,Gad1-F-500001,Gad1-Gal4,GABA,day 5
9966,Gad1-F-500002,Gad1-Gal4,GABA,day 5
9967,Gad1-F-500003,Gad1-Gal4,GABA,day 5
9968,Gad1-F-500005,Gad1-Gal4,GABA,day 5
9969,Gad1-F-500006,Gad1-Gal4,GABA,day 5
9970,Gad1-F-500007,Gad1-Gal4,GABA,day 5
9971,Gad1-F-500008,Gad1-Gal4,GABA,day 5
9972,Gad1-F-500010,Gad1-Gal4,GABA,day 5
9973,Gad1-F-500011,Gad1-Gal4,GABA,day 5
9974,Gad1-F-500012,Gad1-Gal4,GABA,day 5
9975,Gad1-F-500013,Gad1-Gal4,GABA,day 5
9976,Gad1-F-500014,Gad1-Gal4,GABA,day 5
9977,Gad1-F-500015,Gad1-Gal4,GABA,day 5
9978,Gad1-F-500017,Gad1-Gal4,GABA,day 5
9979,Gad1-F-500018,Gad1-Gal4,GABA,day 5
9980,Gad1-F-500019,Gad1-Gal4,GABA,day 5
9981,Gad1-F-500020,Gad1-Gal4,GABA,day 5
9982,Gad1-F-500021,Gad1-Gal4,GABA,day 5
9983,Gad1-F-500022,Gad1-Gal4,GABA,day 5
9984,Gad1-F-500023,Gad1-Gal4,GABA,day 5
9985,Gad1-F-500024,Gad1-Gal4,GABA,day 5
9986,Gad1-F-500025,Gad1-Gal4,GABA,day 5
9987,Gad1-F-500026,Gad1-Gal4,GABA,day 5
9988,Gad1-F-500027,Gad1-Gal4,GABA,day 5
9989,Gad1-F-500028,Gad1-Gal4,GABA,day 5
9990,Gad1-F-500029,Gad1-Gal4,GABA,day 5
9991,Gad1-F-500030,Gad1-Gal4,GABA,day 5
9992,Gad1-F-500032,Gad1-Gal4,GABA,day 5
9993,Gad1-F-500033,Gad1-Gal4,GABA,day 5
9994,Gad1-F-500034,Gad1-Gal4,GABA,day 5
9995,Gad1-F-500035,Gad1-Gal4,GABA,day 5
9996,Gad1-F-500036,Gad1-Gal4,GABA,day 5
9997,Gad1-F-500037,Gad1-Gal4,GABA,day 5
9998,Gad1-F-500038,Gad1-Gal4,GABA,day 5
9999,Gad1-F-500039,Gad1-Gal4,GABA,day 5
10000,Gad1-F-500040,Gad1-Gal4,GABA,day 5
10001,Gad1-F-500041,Gad1-Gal4,GABA,day 5
10002,Gad1-F-500042,Gad1-Gal4,GABA,day 5
10003,Gad1-F-500043,Gad1-Gal4,GABA,day 5
10004,Gad1-F-500044,Gad1-Gal4,GABA,day 5
10005,Gad1-F-500045,Gad1-Gal4,GABA,day 5
10006,Gad1-F-500046,Gad1-Gal4,GABA,day 5
10007,Gad1-F-500047,Gad1-Gal4,GABA,day 5
10008,Gad1-F-500048,Gad1-Gal4,GABA,day 5
10009,Gad1-F-500049,Gad1-Gal4,GABA,day 5
10010,Gad1-F-500050,Gad1-Gal4,GABA,day 5
10011,Gad1-F-500051,Gad1-Gal4,GABA,day 5
10012,Gad1-F-500052,Gad1-Gal4,GABA,day 5
10013,Gad1-F-500053,Gad1-Gal4,GABA,day 5
10014,Gad1-F-500054,Gad1-Gal4,GABA,day 5
10015,Gad1-F-500055,Gad1-Gal4,GABA,day 5
10016,Gad1-F-500056,Gad1-Gal4,GABA,day 5
10017,Gad1-F-500057,Gad1-Gal4,GABA,day 5
10018,Gad1-F-500058,Gad1-Gal4,GABA,day 5
10019,Gad1-F-500059,Gad1-Gal4,GABA,day 5
10020,Gad1-F-500060,Gad1-Gal4,GABA,day 5
10021,Gad1-F-500061,Gad1-Gal4,GABA,day 5
10022,Gad1-F-500062,Gad1-Gal4,GABA,day 5
10023,Gad1-F-500063,Gad1-Gal4,GABA,day 5
10024,Gad1-F-500064,Gad1-Gal4,GABA,day 5
10025,Gad1-F-500065,Gad1-Gal4,GABA,day 5
10026,Gad1-F-500066,Gad1-Gal4,GABA,day 5
10027,Gad1-F-500067,Gad1-Gal4,GABA,day 5
10028,Gad1-F-500068,Gad1-Gal4,GABA,day 5
10029,Gad1-F-500069,Gad1-Gal4,GABA,day 5
10030,Gad1-F-500070,Gad1-Gal4,GABA,day 5
10031,Gad1-F-500071,Gad1-Gal4,GABA,day 5
10032,Gad1-F-500073,Gad1-Gal4,GABA,day 5
10033,Gad1-F-500074,Gad1-Gal4,GABA,day 5
10034,Gad1-F-500076,Gad1-Gal4,GABA,day 5
10035,Gad1-F-500077,Gad1-Gal4,GABA,day 5
10036,Gad1-F-500078,Gad1-Gal4,GABA,day 5
10037,Gad1-F-500079,Gad1-Gal4,GABA,day 5
10038,Gad1-F-500080,Gad1-Gal4,GABA,day 5
10039,Gad1-F-500081,Gad1-Gal4,GABA,day 5
10040,Gad1-F-500082,Gad1-Gal4,GABA,day 5
10041,Gad1-F-500083,Gad1-Gal4,GABA,day 5
10042,Gad1-F-500084,Gad1-Gal4,GABA,day 5
10043,Gad1-F-500085,Gad1-Gal4,GABA,day 5
10044,Gad1-F-500086,Gad1-Gal4,GABA,day 5
10045,Gad1-F-500087,Gad1-Gal4,GABA,day 5
10046,Gad1-F-500088,Gad1-Gal4,GABA,day 5
10047,Gad1-F-500089,Gad1-Gal4,GABA,day 5
10048,Gad1-F-500090,Gad1-Gal4,GABA,day 5
10049,Gad1-F-500091,Gad1-Gal4,GABA,day 5
10050,Gad1-F-500093,Gad1-Gal4,GABA,day 5
10051,Gad1-F-500094,Gad1-Gal4,GABA,day 5
10052,Gad1-F-500095,Gad1-Gal4,GABA,day 5
10053,Gad1-F-500096,Gad1-Gal4,GABA,day 5
10054,Gad1-F-500097,Gad1-Gal4,GABA,day 5
10055,Gad1-F-500098,Gad1-Gal4,GABA,day 5
10056,Gad1-F-500099,Gad1-Gal4,GABA,day 5
10057,Gad1-F-500100,Gad1-Gal4,GABA,day 5
10058,Gad1-F-500101,Gad1-Gal4,GABA,day 5
10059,Gad1-F-500102,Gad1-Gal4,GABA,day 5
10060,Gad1-F-500103,Gad1-Gal4,GABA,day 5
10061,Gad1-F-500104,Gad1-Gal4,GABA,day 5
10062,Gad1-F-500105,Gad1-Gal4,GABA,day 5
10063,Gad1-F-500106,Gad1-Gal4,GABA,day 5
10064,Gad1-F-500107,Gad1-Gal4,GABA,day 5
10065,Gad1-F-500108,Gad1-Gal4,GABA,day 5
10066,Gad1-F-500109,Gad1-Gal4,GABA,day 5
10067,Gad1-F-500110,Gad1-Gal4,GABA,day 5
10068,Gad1-F-500111,Gad1-Gal4,GABA,day 5
10069,Gad1-F-500112,Gad1-Gal4,GABA,day 5
10070,Gad1-F-500113,Gad1-Gal4,GABA,day 5
10071,Gad1-F-500114,Gad1-Gal4,GABA,day 5
10072,Gad1-F-500115,Gad1-Gal4,GABA,day 5
10073,Gad1-F-500116,Gad1-Gal4,GABA,day 5
10074,Gad1-F-500117,Gad1-Gal4,GABA,day 5
10075,Gad1-F-500118,Gad1-Gal4,GABA,day 5
10076,Gad1-F-500119,Gad1-Gal4,GABA,day 5
10077,Gad1-F-500120,Gad1-Gal4,GABA,day 5
10078,Gad1-F-500121,Gad1-Gal4,GABA,day 5
10079,Gad1-F-500122,Gad1-Gal4,GABA,day 5
10080,Gad1-F-500123,Gad1-Gal4,GABA,day 5
10081,Gad1-F-500124,Gad1-Gal4,GABA,day 5
10082,Gad1-F-500126,Gad1-Gal4,GABA,day 5
10083,Gad1-F-500127,Gad1-Gal4,GABA,day 5
10084,Gad1-F-500128,Gad1-Gal4,GABA,day 5
10085,Gad1-F-500129,Gad1-Gal4,GABA,day 5
10086,Gad1-F-500130,Gad1-Gal4,GABA,day 5
10087,Gad1-F-500131,Gad1-Gal4,GABA,day 5
10088,Gad1-F-500132,Gad1-Gal4,GABA,day 5
10089,Gad1-F-500133,Gad1-Gal4,GABA,day 5
10090,Gad1-F-500134,Gad1-Gal4,GABA,day 5
10091,Gad1-F-500135,Gad1-Gal4,GABA,day 5
10092,Gad1-F-500136,Gad1-Gal4,GABA,day 5
10093,Gad1-F-500137,Gad1-Gal4,GABA,day 5
10094,Gad1-F-500138,Gad1-Gal4,GABA,day 5
10095,Gad1-F-500140,Gad1-Gal4,GABA,day 5
10096,Gad1-F-500141,Gad1-Gal4,GABA,day 5
10097,Gad1-F-500142,Gad1-Gal4,GABA,day 5
10098,Gad1-F-500143,Gad1-Gal4,GABA,day 5
10099,Gad1-F-500144,Gad1-Gal4,GABA,day 5
10100,Gad1-F-500145,Gad1-Gal4,GABA,day 5
10101,Gad1-F-500146,Gad1-Gal4,GABA,day 5
10102,Gad1-F-500147,Gad1-Gal4,GABA,day 5
10103,Gad1-F-500148,Gad1-Gal4,GABA,day 5
10104,Gad1-F-500149,Gad1-Gal4,GABA,day 5
10105,Gad1-F-500150,Gad1-Gal4,GABA,day 5
10106,Gad1-F-500152,Gad1-Gal4,GABA,day 5
10107,Gad1-F-500153,Gad1-Gal4,GABA,day 5
10108,Gad1-F-500154,Gad1-Gal4,GABA,day 5
10109,Gad1-F-500155,Gad1-Gal4,GABA,day 5
10110,Gad1-F-500156,Gad1-Gal4,GABA,day 5
10111,Gad1-F-500157,Gad1-Gal4,GABA,day 5
10112,Gad1-F-500158,Gad1-Gal4,GABA,day 5
10113,Gad1-F-500159,Gad1-Gal4,GABA,day 5
10114,Gad1-F-500161,Gad1-Gal4,GABA,day 5
10115,Gad1-F-500162,Gad1-Gal4,GABA,day 5
10116,Gad1-F-500163,Gad1-Gal4,GABA,day 5
10117,Gad1-F-500164,Gad1-Gal4,GABA,day 5
10118,Gad1-F-500165,Gad1-Gal4,GABA,day 5
10119,Gad1-F-500166,Gad1-Gal4,GABA,day 5
10120,Gad1-F-500167,Gad1-Gal4,GABA,day 5
10121,Gad1-F-500168,Gad1-Gal4,GABA,day 5
10122,Gad1-F-500169,Gad1-Gal4,GABA,day 5
10123,Gad1-F-500170,Gad1-Gal4,GABA,day 5
10124,Gad1-F-500171,Gad1-Gal4,GABA,day 5
10125,Gad1-F-500172,Gad1-Gal4,GABA,day 5
10126,Gad1-F-500173,Gad1-Gal4,GABA,day 5
10127,Gad1-F-500174,Gad1-Gal4,GABA,day 5
10128,Gad1-F-500176,Gad1-Gal4,GABA,day 5
10129,Gad1-F-500177,Gad1-Gal4,GABA,day 5
10130,Gad1-F-500178,Gad1-Gal4,GABA,day 5
10131,Gad1-F-500179,Gad1-Gal4,GABA,day 5
10132,Gad1-F-500180,Gad1-Gal4,GABA,day 5
10133,Gad1-F-500181,Gad1-Gal4,GABA,day 5
10134,Gad1-F-500182,Gad1-Gal4,GABA,day 5
10135,Gad1-F-500183,Gad1-Gal4,GABA,day 5
10136,Gad1-F-500184,Gad1-Gal4,GABA,day 5
10137,Gad1-F-500185,Gad1-Gal4,GABA,day 5
10138,Gad1-F-500186,Gad1-Gal4,GABA,day 5
10139,Gad1-F-500187,Gad1-Gal4,GABA,day 5
10140,Gad1-F-500188,Gad1-Gal4,GABA,day 5
10141,Gad1-F-500189,Gad1-Gal4,GABA,day 5
10142,Gad1-F-500190,Gad1-Gal4,GABA,day 5
10143,Gad1-F-500191,Gad1-Gal4,GABA,day 5
10144,Gad1-F-500192,Gad1-Gal4,GABA,day 5
10145,Gad1-F-500193,Gad1-Gal4,GABA,day 5
10146,Gad1-F-500194,Gad1-Gal4,GABA,day 5
10147,Gad1-F-500196,Gad1-Gal4,GABA,day 5
10148,Gad1-F-500198,Gad1-Gal4,GABA,day 5
10149,Gad1-F-500199,Gad1-Gal4,GABA,day 5
10150,Gad1-F-500200,Gad1-Gal4,GABA,day 5
10151,Gad1-F-500201,Gad1-Gal4,GABA,day 5
10152,Gad1-F-500202,Gad1-Gal4,GABA,day 5
10153,Gad1-F-500203,Gad1-Gal4,GABA,day 5
10154,Gad1-F-500204,Gad1-Gal4,GABA,day 5
10155,Gad1-F-500205,Gad1-Gal4,GABA,day 5
10156,Gad1-F-500206,Gad1-Gal4,GABA,day 5
10157,Gad1-F-500207,Gad1-Gal4,GABA,day 5
10158,Gad1-F-500208,Gad1-Gal4,GABA,day 5
10159,Gad1-F-500209,Gad1-Gal4,GABA,day 5
10160,Gad1-F-500210,Gad1-Gal4,GABA,day 5
10161,Gad1-F-500211,Gad1-Gal4,GABA,day 5
10162,Gad1-F-500213,Gad1-Gal4,GABA,day 5
10163,Gad1-F-500215,Gad1-Gal4,GABA,day 5
10164,Gad1-F-500216,Gad1-Gal4,GABA,day 5
10165,Gad1-F-500217,Gad1-Gal4,GABA,day 5
